Vehicle_make,Vehicle_type,Vehicle_year,Engine_type,Engine_displacement,Transmission_type,Number_of_cylinders,Vehicle_weight,Vehicle_length,Vehicle_width,Vehicle_height,Safety_rating,Number_of_airbags,ABS_presence,ESC_presence,TCS_presence,TPMS_presence,Crash_location,Weather_conditions,Road_surface_conditions,Time_of_day,Day_of_week,Driver_age,Driver_gender,Crash_severity
Honda,pickup,2009,CNG,1310,manual,6,1713,4598,1988,1409,4,6,True,True,True,True,urban,clear,dry,evening,Tuesday,19,nan,severe
Hyundai,pickup,2019,electric,1167,manual,4,1810,4974,1490,1745,2,7,1.0,1.0,0.0,1.0,urban,nan,dry,evening,Friday,48,Male,severe
Honda,pickup,2013,electric,2710,automatic,3,1759,4904,1890,1797,3,2,,0.0,1.0,0.0,urban,clear,dry,afternoon,Friday,81,Male,severe
Mahindra,hatchback,2003,electric,1682,automatic,4,2369,4821,1690,1616,3,7,1.0,1.0,0.0,1.0,rural,clear,wet,evening,Thursday,43,Female,severe
Maruti Suzuki,sedan,2010,petrol,2597,manual,4,2414,3804,1516,1538,1,2,1.0,1.0,1.0,0.0,urban,clear,dry,afternoon,Friday,28,Male,moderate
Maruti Suzuki,hatchback,2002,petrol,2093,automatic,3,2466,3529,1624,1634,2,6,,1.0,1.0,0.0,urban,clear,wet,morning,Saturday,44,Female,moderate
Tata Motors,sedan,2022,petrol,1468,manual,6,1383,3507,1714,1706,3,2,1.0,1.0,0.0,1.0,urban,nan,dry,afternoon,Thursday,42,Female,severe
Tata Motors,pickup,2016,petrol,2953,automatic,4,1554,4944,1783,1427,4,1,True,True,True,True,rural,clear,dry,morning,Sunday,56,Female,severe
Tata Motors,pickup,2006,electric,1465,manual,6,2474,3507,1925,1682,4,3,True,True,True,True,rural,rain,dry,night,Monday,29,Female,severe
Hyundai,SUV,2010,diesel,2442,manual,4,1279,4714,1587,1646,3,1,,1.0,1.0,0.0,urban,rain,dry,evening,Thursday,36,Male,severe
Mahindra,pickup,2017,electric,2308,automatic,6,2249,4651,1889,1794,2,2,1.0,0.0,1.0,1.0,rural,rain,dry,afternoon,Friday,64,Female,severe
Mahindra,hatchback,2013,electric,1112,manual,4,816,4022,1484,1549,2,5,0.0,1.0,1.0,1.0,rural,clear,wet,afternoon,Tuesday,47,Female,severe
Mahindra,hatchback,2013,diesel,2644,manual,4,846,3755,1785,1552,1,5,,1.0,1.0,1.0,rural,clear,dry,afternoon,Tuesday,50,Female,severe
Mahindra,hatchback,2005,CNG,2333,automatic,3,829,3732,1519,1674,4,5,True,True,True,True,rural,fog,muddy,afternoon,Friday,42,Male,severe
Tata Motors,pickup,2008,CNG,2300,automatic,6,1191,3876,1724,1662,2,7,1.0,1.0,,1.0,urban,fog,wet,night,Friday,55,Female,severe
Maruti Suzuki,hatchback,2021,petrol,1473,automatic,3,1863,4197,1542,1648,4,2,True,True,True,True,urban,clear,dry,morning,Tuesday,67,Male,moderate
Tata Motors,sedan,2002,petrol,2223,automatic,4,1715,4132,1705,1789,1,2,1.0,,0.0,1.0,rural,clear,dry,morning,Thursday,31,Male,severe
Mahindra,pickup,2016,petrol,2820,manual,4,2491,4178,1873,1536,2,4,0.0,1.0,0.0,0.0,rural,fog,nan,morning,Sunday,48,Male,severe
Tata Motors,sedan,2011,petrol,2206,manual,3,1083,4155,1425,1517,2,4,1.0,1.0,1.0,1.0,urban,rain,wet,evening,Friday,78,Male,severe
Mahindra,sedan,2003,electric,1947,manual,3,858,4338,1641,1597,3,7,1.0,1.0,1.0,1.0,rural,clear,nan,evening,Sunday,20,Female,severe
Honda,pickup,2019,petrol,2491,manual,6,1757,4875,1741,1717,4,3,True,True,True,True,urban,rain,dry,morning,Wednesday,33,Male,severe
Maruti Suzuki,hatchback,2015,petrol,2528,manual,4,1807,3929,1674,1716,2,2,1.0,1.0,1.0,1.0,rural,fog,dry,afternoon,Monday,32,Male,moderate
Honda,pickup,2009,CNG,1127,automatic,6,2153,4545,1948,1573,1,2,,0.0,1.0,0.0,urban,nan,wet,evening,Wednesday,19,Male,severe
Hyundai,hatchback,2006,electric,2388,automatic,6,2086,4792,1620,1644,4,5,True,True,True,True,urban,fog,nan,night,Monday,60,Female,severe
Tata Motors,hatchback,2009,CNG,897,manual,4,2147,4605,1527,1741,2,7,0.0,1.0,0.0,1.0,rural,rain,wet,morning,Wednesday,44,Female,severe
Hyundai,sedan,2006,diesel,1458,automatic,4,1847,4010,1831,1408,4,4,True,True,True,True,urban,clear,dry,morning,Friday,43,Female,severe
Tata Motors,sedan,2022,CNG,2877,automatic,6,2177,3512,1862,1421,1,6,1.0,1.0,1.0,1.0,urban,nan,dry,night,Wednesday,78,Male,severe
Honda,hatchback,2017,electric,1897,automatic,3,1550,4493,1655,1708,3,6,1.0,1.0,1.0,1.0,rural,nan,wet,afternoon,Tuesday,69,Female,severe
Mahindra,hatchback,2008,petrol,1817,automatic,4,1877,4424,1641,1676,3,1,1.0,1.0,0.0,1.0,rural,clear,dry,night,Monday,22,Female,severe
Mahindra,sedan,2021,electric,1722,automatic,6,2128,4442,1519,1654,1,4,1.0,1.0,1.0,0.0,urban,rain,dry,morning,Thursday,56,Female,severe
Tata Motors,SUV,2017,CNG,2519,manual,6,1118,4720,1405,1484,4,6,True,True,True,True,urban,clear,wet,afternoon,nan,60,Female,severe
Mahindra,hatchback,2016,electric,2408,automatic,6,1520,4513,1903,1452,1,7,1.0,1.0,1.0,0.0,rural,clear,dry,morning,Saturday,53,Female,severe
Honda,hatchback,2010,electric,2113,manual,4,1868,3766,1891,1461,3,3,0.0,1.0,1.0,1.0,urban,nan,dry,night,Sunday,50,Male,severe
Mahindra,hatchback,2000,CNG,1438,manual,3,1161,4574,1991,1585,4,7,True,True,True,True,urban,clear,dry,morning,Saturday,31,Female,severe
Honda,sedan,2016,CNG,884,manual,3,1561,4711,1510,1460,4,1,True,True,True,True,rural,rain,muddy,evening,Saturday,72,Male,severe
Hyundai,pickup,2003,diesel,2077,manual,3,2284,3802,1667,1562,2,5,,1.0,0.0,1.0,rural,fog,dry,afternoon,Friday,22,Male,severe
Honda,hatchback,2003,diesel,2647,manual,4,806,3503,1795,1742,2,7,0.0,1.0,1.0,1.0,urban,rain,dry,night,Friday,51,Female,severe
Maruti Suzuki,sedan,2013,petrol,1318,automatic,4,2082,4866,1962,1481,2,4,1.0,0.0,0.0,0.0,urban,fog,dry,morning,Friday,44,Male,moderate
Maruti Suzuki,hatchback,2008,petrol,2130,manual,6,887,3530,1447,1458,2,6,,1.0,0.0,0.0,rural,clear,wet,morning,Thursday,33,Male,moderate
Maruti Suzuki,sedan,2012,petrol,983,manual,6,1742,3701,1889,1742,2,2,1.0,1.0,0.0,0.0,urban,rain,nan,night,Friday,81,Female,moderate
Tata Motors,pickup,2015,petrol,1772,manual,4,2012,4041,1504,1656,1,6,1.0,1.0,1.0,1.0,rural,rain,dry,evening,Sunday,29,Female,severe
Tata Motors,hatchback,2000,diesel,1026,automatic,6,1254,3656,1469,1571,1,7,1.0,1.0,1.0,1.0,urban,nan,dry,afternoon,Saturday,76,Female,severe
Tata Motors,hatchback,2002,petrol,1636,automatic,3,1341,4566,1760,1457,4,3,True,True,True,True,urban,nan,dry,afternoon,Tuesday,45,Male,severe
Honda,SUV,2018,electric,1881,automatic,6,2340,4608,1400,1611,4,3,True,True,True,True,urban,clear,dry,afternoon,Wednesday,61,Female,severe
Tata Motors,pickup,2007,petrol,969,automatic,4,2183,3905,1974,1581,2,1,1.0,1.0,1.0,1.0,urban,clear,wet,afternoon,Saturday,29,Male,severe
Hyundai,SUV,2017,CNG,1795,manual,6,1780,4187,1458,1607,3,1,1.0,1.0,1.0,1.0,rural,nan,dry,morning,Monday,29,Male,severe
Maruti Suzuki,sedan,2005,petrol,2735,manual,4,1168,4242,1445,1792,3,7,1.0,0.0,,1.0,rural,rain,dry,morning,Friday,62,Female,moderate
Honda,hatchback,2019,CNG,2979,manual,3,2023,4883,1479,1680,4,3,True,True,True,True,urban,clear,dry,evening,Friday,53,Male,severe
Maruti Suzuki,sedan,2005,petrol,1626,manual,4,1830,3931,1822,1406,4,4,True,True,True,True,urban,clear,dry,afternoon,Monday,22,Female,moderate
Tata Motors,hatchback,2004,petrol,1405,manual,3,1478,4452,1876,1735,4,2,True,True,True,True,urban,clear,dry,evening,Wednesday,20,Male,severe
Honda,sedan,2011,petrol,1149,automatic,4,1185,3649,1961,1517,2,5,0.0,0.0,1.0,0.0,rural,clear,nan,night,Tuesday,20,Female,severe
Mahindra,sedan,2008,CNG,898,manual,4,1482,4422,1704,1434,4,2,True,True,True,True,urban,rain,dry,afternoon,Saturday,43,Male,severe
Hyundai,sedan,2008,CNG,2569,automatic,4,1195,3818,1809,1494,2,7,1.0,1.0,1.0,1.0,urban,nan,nan,evening,nan,49,Male,severe
Tata Motors,SUV,2016,CNG,1728,manual,6,1339,4783,1816,1400,1,7,0.0,1.0,1.0,1.0,rural,rain,wet,evening,Sunday,67,Female,severe
Tata Motors,pickup,2018,petrol,1860,automatic,6,1419,4357,1762,1640,4,4,True,True,True,True,rural,fog,dry,afternoon,Thursday,52,Male,severe
Hyundai,hatchback,2016,petrol,874,automatic,3,1970,3986,1675,1618,3,1,,,1.0,1.0,rural,nan,dry,evening,Tuesday,71,Male,severe
Hyundai,pickup,2021,electric,2905,automatic,6,2107,4476,1628,1692,2,5,1.0,1.0,0.0,1.0,rural,nan,dry,night,Friday,78,Female,severe
Mahindra,sedan,2015,diesel,1201,manual,4,1922,3502,1774,1512,1,2,,1.0,1.0,0.0,urban,fog,dry,night,Wednesday,24,Female,severe
Tata Motors,hatchback,2011,CNG,987,automatic,6,1387,4860,1732,1532,1,2,0.0,1.0,1.0,1.0,urban,clear,dry,morning,Monday,56,Female,severe
Tata Motors,hatchback,2002,petrol,938,manual,6,2427,4435,1983,1794,2,5,,,,0.0,nan,clear,dry,afternoon,Thursday,24,Female,severe
Maruti Suzuki,hatchback,2013,petrol,942,manual,3,2330,3838,1879,1775,2,3,1.0,1.0,1.0,0.0,rural,clear,dry,afternoon,Friday,25,Male,moderate
Honda,pickup,2016,petrol,907,automatic,4,2297,4498,1865,1428,1,5,0.0,1.0,0.0,1.0,rural,rain,wet,night,nan,23,Male,severe
Honda,SUV,2021,petrol,1894,automatic,4,1509,4263,1781,1773,1,2,0.0,0.0,1.0,1.0,urban,clear,wet,evening,Thursday,26,Female,severe
Maruti Suzuki,hatchback,2015,petrol,944,automatic,6,1970,4410,1666,1550,1,5,,1.0,1.0,0.0,urban,clear,wet,evening,Wednesday,27,Male,moderate
Honda,pickup,2020,diesel,1309,automatic,4,1375,3806,1966,1622,2,6,1.0,1.0,,,urban,fog,wet,evening,Friday,81,Female,severe
Hyundai,sedan,2011,petrol,804,manual,3,1658,4814,1629,1477,4,2,True,True,True,True,nan,rain,dry,afternoon,Tuesday,49,Female,severe
Honda,SUV,2001,diesel,2171,manual,6,1684,4905,1958,1770,1,6,0.0,,1.0,1.0,urban,rain,dry,morning,Saturday,79,Male,severe
Honda,SUV,2007,diesel,2302,manual,4,1704,4400,1477,1524,1,4,1.0,1.0,1.0,0.0,urban,clear,dry,morning,Friday,66,Male,severe
Maruti Suzuki,sedan,2011,petrol,2695,automatic,3,1302,4697,1760,1730,3,7,1.0,1.0,1.0,1.0,nan,clear,dry,evening,Monday,57,Male,moderate
Mahindra,pickup,2020,diesel,1359,automatic,3,1736,3523,1460,1720,4,6,True,True,True,True,urban,rain,dry,evening,Friday,33,Female,severe
Honda,pickup,2015,electric,2639,automatic,3,849,4525,1406,1571,2,7,1.0,1.0,,0.0,urban,rain,nan,night,Wednesday,74,Female,severe
Honda,hatchback,2007,electric,2571,automatic,6,2345,4687,1670,1583,1,3,1.0,1.0,1.0,1.0,urban,clear,dry,night,Tuesday,50,Male,severe
Mahindra,pickup,2015,CNG,2583,manual,3,1024,4507,1920,1419,2,5,1.0,1.0,1.0,1.0,rural,clear,dry,morning,Monday,24,Male,severe
Maruti Suzuki,sedan,2009,petrol,1164,manual,6,881,4874,1612,1721,4,4,True,True,True,True,urban,clear,dry,night,nan,27,Female,moderate
Mahindra,sedan,2019,electric,1216,manual,3,981,4617,1564,1432,4,4,True,True,True,True,rural,rain,wet,afternoon,Sunday,37,nan,severe
Maruti Suzuki,hatchback,2014,petrol,2435,automatic,3,1321,3703,1630,1700,4,7,True,True,True,True,urban,rain,dry,night,Sunday,39,Female,moderate
Hyundai,sedan,2003,diesel,2868,automatic,3,1702,4646,1763,1572,3,3,1.0,1.0,1.0,1.0,urban,rain,dry,evening,Monday,28,Female,severe
Maruti Suzuki,sedan,2014,petrol,1316,automatic,3,2183,3536,1414,1608,1,1,1.0,0.0,1.0,1.0,urban,clear,muddy,evening,nan,39,nan,moderate
Hyundai,hatchback,2003,CNG,2020,automatic,4,1727,4129,1517,1597,4,5,True,True,True,True,urban,clear,muddy,night,nan,66,Male,severe
Hyundai,SUV,2010,electric,1543,automatic,6,1034,4452,1487,1667,2,6,1.0,1.0,1.0,1.0,rural,rain,wet,morning,Saturday,25,Female,severe
Maruti Suzuki,sedan,2005,petrol,1129,manual,4,1621,4352,1915,1606,3,3,1.0,1.0,1.0,1.0,urban,rain,dry,afternoon,nan,46,Male,moderate
Tata Motors,SUV,2003,diesel,2087,automatic,4,2149,4663,1513,1711,4,6,True,True,True,True,urban,clear,dry,afternoon,Sunday,81,Male,severe
Maruti Suzuki,sedan,2008,petrol,959,manual,4,2290,4133,1626,1722,4,7,True,True,True,True,urban,clear,dry,morning,Saturday,56,Female,moderate
Honda,hatchback,2008,electric,1457,automatic,4,2270,4243,1643,1740,2,3,1.0,1.0,1.0,1.0,urban,clear,dry,morning,Thursday,77,Male,severe
Honda,sedan,2002,petrol,2063,manual,3,1546,4752,1820,1626,3,2,0.0,,0.0,,urban,rain,muddy,morning,Saturday,52,Female,severe
Tata Motors,sedan,2022,electric,878,automatic,3,1345,3918,1401,1763,2,3,1.0,0.0,1.0,1.0,rural,rain,dry,afternoon,Saturday,54,Female,severe
Hyundai,sedan,2004,CNG,2999,automatic,4,842,4384,1830,1442,1,3,,1.0,1.0,1.0,urban,clear,dry,afternoon,Wednesday,68,Female,severe
Tata Motors,sedan,2014,CNG,1492,manual,4,1181,3827,1759,1490,4,5,True,True,True,True,urban,rain,dry,afternoon,Thursday,30,Male,severe
Honda,hatchback,2008,electric,2837,automatic,6,1956,4678,1870,1789,2,3,1.0,,1.0,1.0,urban,fog,dry,afternoon,nan,77,Female,severe
Tata Motors,pickup,2001,CNG,2024,automatic,4,1202,4879,1982,1794,3,6,1.0,1.0,0.0,1.0,urban,nan,dry,evening,Saturday,53,Female,severe
Maruti Suzuki,hatchback,2002,petrol,1750,automatic,3,2448,4530,1979,1416,1,3,0.0,1.0,1.0,1.0,rural,rain,wet,night,Friday,76,Male,moderate
Tata Motors,hatchback,2020,petrol,2980,manual,6,2193,4014,1546,1627,4,1,True,True,True,True,urban,clear,dry,night,Monday,29,Male,severe
Hyundai,sedan,2011,electric,2788,automatic,4,853,3503,1663,1622,4,4,True,True,True,True,rural,clear,nan,night,Thursday,59,Male,severe
Maruti Suzuki,sedan,2015,petrol,1665,automatic,6,1453,4227,1428,1506,3,5,1.0,1.0,0.0,,urban,fog,dry,afternoon,Monday,36,Female,moderate
Mahindra,hatchback,2004,electric,1190,automatic,4,1360,4275,1536,1796,2,1,0.0,1.0,1.0,1.0,urban,rain,dry,night,Sunday,37,Male,severe
Honda,SUV,2009,diesel,2701,automatic,6,1578,3544,1843,1575,2,6,1.0,1.0,1.0,1.0,rural,clear,dry,morning,Monday,70,Female,severe
Honda,hatchback,2014,diesel,2208,automatic,6,958,3704,1747,1620,4,5,True,True,True,True,rural,clear,nan,evening,Saturday,47,Male,severe
Tata Motors,hatchback,2013,diesel,1619,manual,3,1761,4724,1729,1739,1,7,,,,0.0,rural,clear,muddy,evening,Wednesday,73,Male,severe
Maruti Suzuki,hatchback,2013,petrol,2945,manual,6,937,4415,1453,1693,2,4,1.0,1.0,1.0,,nan,clear,nan,morning,Monday,25,nan,moderate
Mahindra,hatchback,2022,diesel,1139,manual,4,1332,3749,1475,1704,3,7,,0.0,1.0,1.0,urban,clear,dry,evening,Tuesday,37,Male,severe
Maruti Suzuki,sedan,2012,petrol,2354,manual,6,1696,4735,1691,1498,4,3,True,True,True,True,rural,clear,dry,morning,Friday,75,Male,moderate
Honda,SUV,2015,petrol,2611,automatic,4,1053,4656,1856,1630,1,3,1.0,1.0,1.0,1.0,urban,clear,dry,night,Saturday,58,Female,severe
Maruti Suzuki,hatchback,2007,petrol,1176,automatic,4,2125,4185,1789,1720,3,6,1.0,1.0,1.0,1.0,rural,rain,dry,afternoon,Saturday,30,Male,moderate
Mahindra,hatchback,2007,CNG,1439,manual,3,1534,4592,1440,1763,1,2,,0.0,0.0,1.0,urban,clear,dry,night,Friday,18,Male,severe
Tata Motors,sedan,2016,diesel,2321,manual,6,1514,3790,1845,1705,1,7,1.0,,0.0,1.0,urban,clear,dry,afternoon,Thursday,33,Female,severe
Hyundai,hatchback,2016,electric,1240,manual,3,2442,4154,1506,1412,4,4,True,True,True,True,urban,clear,dry,morning,Thursday,25,Female,severe
Maruti Suzuki,hatchback,2002,petrol,2541,manual,4,1897,3831,1792,1746,1,3,1.0,1.0,1.0,1.0,rural,clear,dry,morning,Monday,75,Female,moderate
Hyundai,sedan,2000,petrol,2003,manual,6,1331,3929,1739,1530,2,5,0.0,1.0,1.0,1.0,urban,clear,dry,afternoon,Wednesday,83,Male,severe
Honda,sedan,2016,diesel,1040,automatic,6,1076,4259,1503,1611,2,6,1.0,0.0,,1.0,urban,clear,dry,night,Saturday,24,Female,severe
Tata Motors,SUV,2015,CNG,2829,manual,6,1220,4239,1440,1427,1,7,1.0,1.0,1.0,1.0,urban,rain,muddy,morning,Friday,64,nan,severe
Tata Motors,pickup,2016,diesel,822,automatic,3,1796,4968,1403,1725,4,5,True,True,True,True,urban,clear,muddy,afternoon,Saturday,58,Male,severe
Maruti Suzuki,hatchback,2001,petrol,2003,automatic,3,856,4694,1409,1701,4,2,True,True,True,True,urban,clear,nan,evening,Monday,18,Male,moderate
Tata Motors,hatchback,2013,diesel,2687,manual,6,1368,3877,1960,1536,1,3,1.0,1.0,1.0,1.0,rural,clear,wet,evening,Saturday,66,Female,severe
Maruti Suzuki,sedan,2006,petrol,974,automatic,3,868,4346,1473,1700,2,5,1.0,1.0,1.0,,rural,nan,muddy,afternoon,Monday,74,Female,moderate
Maruti Suzuki,sedan,2018,petrol,997,automatic,6,2021,3705,1447,1560,2,6,1.0,0.0,,1.0,urban,clear,wet,afternoon,Tuesday,55,Female,moderate
Hyundai,sedan,2000,CNG,898,automatic,3,1975,4545,1523,1403,4,4,True,True,True,True,urban,nan,dry,morning,nan,20,Male,severe
Tata Motors,hatchback,2016,electric,1544,automatic,4,1519,4660,1550,1796,4,6,True,True,True,True,urban,nan,nan,evening,Sunday,42,Male,severe
Maruti Suzuki,hatchback,2009,petrol,2250,manual,4,987,4826,1888,1451,3,2,1.0,1.0,0.0,1.0,rural,clear,dry,night,Friday,78,Male,moderate
Hyundai,pickup,2005,petrol,1252,automatic,4,2486,3502,1792,1565,3,3,1.0,0.0,0.0,1.0,urban,rain,wet,evening,Friday,47,Male,severe
Mahindra,pickup,2006,diesel,2581,automatic,6,1870,4959,1849,1720,1,6,,0.0,0.0,1.0,urban,rain,dry,evening,Sunday,34,Female,severe
Hyundai,SUV,2005,CNG,1822,manual,6,1733,4298,1627,1701,1,7,1.0,0.0,1.0,1.0,urban,clear,dry,evening,Wednesday,58,Male,severe
Hyundai,sedan,2004,petrol,940,manual,4,2323,4536,1666,1784,4,3,True,True,True,True,urban,clear,dry,afternoon,Monday,23,nan,severe
Maruti Suzuki,sedan,2001,petrol,2514,manual,4,1042,4013,1658,1559,4,2,True,True,True,True,urban,clear,dry,evening,Sunday,61,Male,moderate
Honda,SUV,2017,electric,2280,automatic,6,979,4890,1844,1761,3,7,,1.0,1.0,1.0,urban,clear,dry,afternoon,Thursday,40,Male,severe
Honda,SUV,2016,electric,1850,manual,4,1964,4473,1877,1576,1,7,0.0,1.0,1.0,1.0,urban,clear,dry,night,nan,64,Male,severe
Honda,sedan,2022,petrol,1717,automatic,4,2322,4274,1544,1418,3,1,,1.0,1.0,1.0,urban,rain,dry,evening,Thursday,58,Female,severe
Hyundai,SUV,2006,electric,2105,manual,6,807,4296,1984,1480,3,6,1.0,1.0,1.0,1.0,rural,rain,wet,afternoon,Friday,41,Male,severe
Maruti Suzuki,sedan,2020,petrol,1507,automatic,6,901,4399,1429,1579,3,5,1.0,1.0,,1.0,urban,rain,wet,night,Saturday,40,Female,moderate
Tata Motors,SUV,2018,petrol,2944,manual,6,959,4655,1991,1589,2,5,1.0,1.0,1.0,1.0,urban,clear,muddy,evening,Tuesday,50,Female,severe
Hyundai,pickup,2006,petrol,2680,manual,4,1269,4355,1407,1440,1,2,0.0,1.0,0.0,1.0,urban,rain,nan,afternoon,Monday,74,Male,severe
Hyundai,pickup,2022,CNG,1360,automatic,3,2480,4416,1568,1731,3,3,1.0,0.0,1.0,1.0,rural,rain,nan,evening,Wednesday,48,Female,severe
Maruti Suzuki,hatchback,2006,petrol,1796,manual,3,804,4184,1404,1547,2,1,1.0,0.0,1.0,,urban,clear,dry,night,nan,33,Female,moderate
Mahindra,SUV,2015,petrol,2191,manual,6,1639,4906,1724,1421,2,4,1.0,1.0,1.0,,urban,nan,dry,morning,Sunday,68,Male,severe
Hyundai,sedan,2011,CNG,1990,automatic,6,2202,4423,1551,1636,1,7,1.0,1.0,1.0,1.0,urban,clear,dry,afternoon,Monday,50,Female,severe
Mahindra,pickup,2014,CNG,1766,manual,4,1180,3763,1733,1558,3,3,1.0,1.0,0.0,0.0,urban,clear,wet,afternoon,nan,48,Male,severe
Mahindra,hatchback,2014,diesel,2424,manual,3,1745,4053,1780,1497,4,5,True,True,True,True,nan,clear,dry,afternoon,Tuesday,75,Male,moderate
Honda,SUV,2010,electric,2630,automatic,6,1405,4668,1980,1486,1,7,1.0,1.0,1.0,1.0,urban,nan,wet,night,Sunday,51,Female,severe
Maruti Suzuki,hatchback,2001,petrol,1062,automatic,6,1707,4916,1819,1507,3,2,1.0,1.0,1.0,0.0,nan,clear,dry,afternoon,Saturday,79,Female,moderate
Mahindra,hatchback,2002,CNG,2254,manual,6,1772,3993,1853,1711,3,1,0.0,1.0,1.0,1.0,nan,rain,nan,afternoon,Sunday,38,Female,severe
Maruti Suzuki,sedan,2018,petrol,1153,manual,4,1754,3944,1726,1674,2,7,1.0,1.0,1.0,0.0,urban,clear,dry,evening,nan,26,Female,moderate
Honda,SUV,2019,diesel,2613,automatic,6,1449,4351,1829,1512,3,5,1.0,1.0,0.0,1.0,urban,rain,wet,afternoon,Tuesday,42,Female,severe
Maruti Suzuki,hatchback,2014,petrol,846,automatic,4,1103,4848,1990,1721,2,5,1.0,1.0,1.0,1.0,rural,nan,dry,evening,Friday,79,Female,moderate
Hyundai,hatchback,2015,petrol,1552,manual,3,1979,4366,1981,1721,3,6,1.0,1.0,0.0,0.0,rural,nan,wet,morning,Monday,51,Female,severe
Mahindra,sedan,2000,diesel,2132,automatic,6,1572,4308,1687,1693,4,3,True,True,True,True,urban,clear,dry,afternoon,Monday,77,Male,severe
Maruti Suzuki,sedan,2014,petrol,1029,manual,6,1787,3959,1459,1438,1,2,1.0,0.0,1.0,1.0,urban,fog,dry,afternoon,Saturday,30,Female,moderate
Tata Motors,SUV,2011,diesel,1611,manual,4,2123,4171,1527,1628,3,1,1.0,1.0,,1.0,rural,rain,nan,evening,Friday,55,Male,severe
Maruti Suzuki,sedan,2006,petrol,1556,automatic,3,2494,4746,1782,1427,2,3,1.0,1.0,1.0,0.0,urban,rain,dry,morning,Saturday,50,Male,moderate
Mahindra,SUV,2006,CNG,1871,automatic,6,1071,4234,1569,1410,2,4,1.0,0.0,1.0,1.0,urban,clear,dry,night,Monday,56,Female,severe
Honda,SUV,2010,CNG,2470,automatic,6,922,4460,1951,1633,2,5,1.0,1.0,0.0,1.0,nan,clear,wet,afternoon,Monday,67,Female,moderate
Honda,hatchback,2019,diesel,2909,automatic,3,1310,4080,1426,1768,2,3,1.0,1.0,1.0,1.0,urban,clear,dry,afternoon,Monday,81,Female,severe
Mahindra,hatchback,2010,diesel,1037,manual,4,1078,4623,1404,1492,2,6,1.0,1.0,1.0,1.0,urban,nan,dry,night,Tuesday,54,Male,severe
Hyundai,pickup,2016,CNG,877,automatic,4,1660,4215,1844,1420,2,5,0.0,,1.0,1.0,urban,clear,wet,evening,Thursday,79,Female,severe
Hyundai,pickup,2002,electric,2784,manual,4,2190,3707,1907,1556,1,3,1.0,1.0,0.0,1.0,urban,nan,nan,evening,Friday,68,Female,severe
Honda,pickup,2015,petrol,1852,manual,3,2356,4795,1707,1492,3,2,1.0,1.0,1.0,1.0,urban,clear,nan,evening,Friday,52,Female,severe
Honda,sedan,2004,electric,1958,manual,6,1697,3660,1474,1441,1,6,1.0,1.0,1.0,1.0,urban,rain,muddy,night,Wednesday,71,Female,severe
Mahindra,sedan,2001,diesel,1150,manual,3,1590,4165,1744,1539,1,1,1.0,1.0,1.0,0.0,urban,clear,wet,night,Friday,44,Female,severe
Hyundai,pickup,2022,CNG,1712,manual,4,1519,4398,1783,1401,1,2,1.0,0.0,0.0,1.0,rural,fog,dry,afternoon,Thursday,47,Male,severe
Honda,sedan,2006,diesel,1149,automatic,4,1706,3588,1652,1439,4,7,True,True,True,True,urban,clear,dry,evening,Saturday,60,Male,severe
Hyundai,SUV,2009,electric,1610,automatic,4,2453,3839,1578,1501,3,5,1.0,,1.0,1.0,urban,rain,dry,morning,Sunday,50,Male,severe
Honda,pickup,2004,CNG,1091,manual,3,922,4570,1782,1718,1,5,1.0,1.0,1.0,1.0,urban,rain,dry,evening,Friday,41,Female,severe
Maruti Suzuki,sedan,2014,petrol,2012,automatic,3,2209,4641,1656,1560,2,3,1.0,1.0,1.0,,rural,nan,dry,night,Saturday,23,Female,severe
Tata Motors,sedan,2011,CNG,1267,automatic,4,1196,3670,1865,1764,3,6,1.0,,1.0,1.0,urban,fog,dry,evening,Sunday,22,Male,severe
Maruti Suzuki,sedan,2009,petrol,2065,manual,4,1100,3916,1855,1665,1,3,1.0,,1.0,1.0,rural,clear,dry,morning,Sunday,24,Male,moderate
Honda,pickup,2021,diesel,2007,manual,6,2217,4016,1931,1794,1,3,1.0,1.0,,0.0,rural,nan,dry,afternoon,Sunday,30,Female,severe
Tata Motors,sedan,2016,electric,1029,automatic,3,1402,4271,1754,1415,4,5,True,True,True,True,urban,clear,dry,evening,Wednesday,58,Female,severe
Tata Motors,sedan,2019,petrol,1864,manual,6,1392,4069,1953,1663,3,1,1.0,1.0,1.0,1.0,rural,clear,dry,night,Tuesday,66,Male,severe
Honda,hatchback,2019,electric,1592,automatic,4,1015,3935,1543,1446,3,7,1.0,0.0,0.0,1.0,urban,nan,wet,evening,Sunday,53,Female,severe
Honda,pickup,2010,petrol,1623,automatic,4,800,3699,1944,1772,2,4,1.0,0.0,1.0,1.0,urban,clear,dry,evening,Saturday,70,Male,severe
Hyundai,hatchback,2007,CNG,2493,manual,4,1967,4982,1994,1573,2,4,1.0,1.0,0.0,,urban,clear,wet,evening,Tuesday,29,Male,severe
Honda,SUV,2014,petrol,2532,automatic,6,2073,3933,1882,1659,3,4,0.0,1.0,1.0,1.0,nan,clear,dry,evening,Tuesday,43,Female,severe
Mahindra,hatchback,2001,diesel,2857,automatic,3,1994,4934,1710,1491,2,4,1.0,1.0,1.0,0.0,urban,clear,dry,afternoon,Monday,51,Female,severe
